om,status,prev_year,eps_yoy,rev_yoy,pe,est_price,price,symbol,name,prev_rev_yoy,prev_eps_yoy,prev_eps,date,eps,expansion,gm,advice
8.91%,🚀 利潤擴張,2025,19.51,16.5,8.695652173913043,17.250000000000004,10.0,1714.TW,和桐,15.96,5.71,0.37,2025-12,0.5,3.0100000000000016,14.20%,✅ 穩健價值
17.59%,🚀 利潤擴張,2025,10.14,7.18,7.83811475409836,292.80000000000007,153.0,1513.TW,中興電,9.03,6.72,5.99,2025-12,8.07,2.960000000000001,27.00%,✅ 穩健價值
N/A,🌑 雙重衰退,2025,-40.65,-43.58,2.3308269959680454,159.6,24.7999992371,5455.TWO,昇益,62.0,44.67,3.53,2025-12,3.46,2.9299999999999997,N/A,✅ 穩健價值
N/A,🚀 利潤擴張,2025,11.72,8.9,24.5014245014245,105.30000000000001,172.0,6173.TWO,信昌電,10.39,-7.86,2.12,2025-12,3.26,2.8200000000000003,N/A,⚠️ 追價風險
33.61%,🏰 高護城河,2025,0.85,-1.77,6.506622390248345,90.6,39.2999992371,2886.TW,兆豐金,-5.03,-3.54,1.91,2025-12,2.36,2.62,83.45%,✅ 穩健價值
N/A,🔄 轉虧為盈,2025,-20.92,-23.41,0.0,-15.600000000000001,37.5999984741,9933.TW,中鼎,-23.49,-112.85,-0.23,2025-12,1.91,2.4899999999999984,N/A,⚪ 數據不足
N/A,🧐 疑業外收益,2025,1.54,-0.87,4.033613445378151,89.25,24.0,8401.TWO,白紗科,0.54,-0.58,1.71,2025-12,2.63,2.41,N/A,✅ 穩健價值
1.25%,🚀 利潤擴張,2025,5.94,3.54,8.357289684373717,73.05,40.7000007629,2945.TW,三商家購,3.48,-2.04,1.44,2025-12,2.14,2.4000000000000004,27.39%,✅ 穩健價值
7.78%,🚀 利潤擴張,2025,25.0,22.61,7.445721486219669,117.44999999999999,58.2999992371,3684.TWO,榮昌,31.38,50.0,2.55,2025-12,3.5,2.3900000000000006,34.09%,✅ 穩健價值
15.14%,🚀 利潤擴張,2025,19.76,17.37,28.34045149481391,491.70000000000005,929.0,3583.TW,辛耘,20.22,15.18,9.71,2025-12,13.82,2.3900000000000006,37.11%,⚠️ 追價風險
-5.26%,🚀 利潤擴張,2025,18.37,16.01,0.0,-29.1,12.8000001907,2321.TW,東訊,19.86,67.57,-0.3,2025-12,-0.76,2.3599999999999994,29.80%,⚪ 數據不足
0.40%,🚀 利潤擴張,2025,27.76,25.46,6.658595641646488,247.80000000000004,110.0,3558.TWO,神準,38.81,73.93,4.87,2025-12,5.2,2.3000000000000007,14.36%,✅ 穩健價值
N/A,🔄 轉虧為盈,2025,25.0,22.72,0.0,-18.75,64.5999984741,6796.TW,晉弘,36.23,22.73,-0.68,2025-12,0.2,2.280000000000001,N/A,⚪ 數據不足
2.75%,🌑 雙重衰退,2025,-10.88,-13.1,5.985915492957747,63.9,25.5,2063.TWO,世鎧,-10.3,-13.01,1.27,2025-12,1.72,2.219999999999999,17.29%,✅ 穩健價值
N/A,🚀 利潤擴張,2025,18.9,16.68,24.946004319654428,69.45,115.5,6530.TWO,創威,18.97,20.69,1.4,2025-12,1.95,2.219999999999999,N/A,⚠️ 追價風險
N/A,🚀 利潤擴張,2025,12.47,10.3,15.377855887521967,170.70000000000002,175.0,5347.TWO,世界,10.75,4.1,3.35,2025-12,4.3,2.17,N/A,✅ 穩健價值
N/A,🌑 雙重衰退,2025,-4.01,-6.01,5.202650038971162,384.9,133.5,6192.TW,巨路,-4.9,6.98,7.66,2025-12,10.06,2.0,N/A,✅ 穩健價值
7.03%,🚀 利潤擴張,2025,7.92,6.01,10.865968008825151,271.95000000000005,197.0,1503.TW,士電,5.13,9.86,5.46,2025-12,6.27,1.9100000000000001,17.20%,✅ 穩健價值
42.63%,🏰 高護城河,2025,26.01,24.13,5.460869498869564,86.25000000000001,31.3999996185,4911.TWO,德英,35.41,46.67,1.76,2025-12,2.18,1.8800000000000026,85.36%,✅ 穩健價值
N/A,🚀 利潤擴張,2025,28.97,27.21,13.688058489033306,184.65,168.5,6933.TW,AMAX-KY,36.49,86.8,3.69,2025-12,5.04,1.759999999999998,N/A,✅ 穩健價值
11.96%,🏰 高護城河,2025,23.26,21.54,6.234735517360922,221.10000000000002,91.9000015259,4129.TWO,聯合,24.04,29.11,4.47,2025-12,5.83,1.7200000000000024,78.77%,✅ 穩健價值
13.07%,🚀 利潤擴張,2025,16.39,14.68,5.127659790907802,105.75,36.1500015259,1612.TW,宏泰,22.35,14.06,2.19,2025-12,2.77,1.7100000000000009,16.53%,✅ 穩健價值
34.18%,🏰 高護城河,2025,34.83,33.22,15.984908657664816,377.69999999999993,402.5,3030.TW,德律,31.3,37.0,7.59,2025-12,10.49,1.6099999999999994,60.64%,✅ 穩健價值
14.21%,🚀 利潤擴張,2025,7.02,5.47,10.514469289828511,139.95,98.0999984741,4904.TW,遠傳,2.92,9.41,2.79,2025-12,3.81,1.5499999999999998,27.10%,✅ 穩健價值
19.80%,🚀 利潤擴張,2025,47.96,46.42,47.79483194093646,1544.1000000000001,4920.0,2383.TW,台光電,51.33,51.99,31.23,2025-12,41.67,1.5399999999999991,28.58%,⚠️ 追價風險
N/A,🚀 利潤擴張,2025,53.38,51.85,0.0,-69.00000000000001,14.25,6901.TW,鑽石投資,32.78,33.98,-1.36,2025-12,-1.38,1.5300000000000011,N/A,⚪ 數據不足
10.08%,🚀 利潤擴張,2025,4.17,2.72,5.459688610198019,212.10000000000002,77.1999969482,1726.TW,永記,5.97,12.04,4.28,2025-12,5.5,1.4499999999999997,28.35%,✅ 穩健價值
N/A,🚀 利潤擴張,2025,32.76,31.45,79.44928634583809,1187.5499999999997,6290.0,6223.TWO,旺矽,33.01,39.51,23.65,2025-12,33.49,1.3099999999999987,N/A,⚠️ 追價風險
17.33%,🚀 利潤擴張,2025,3.96,2.67,10.904044409199047,189.15,137.5,2412.TW,中華電,3.52,4.12,3.79,2025-12,4.99,1.29,33.63%,✅ 穩健價值
39.14%,🏰 高護城河,2025,-10.99,-12.26,6.0714286762362635,54.6,22.1000003815,2883.TW,凱基金,-29.02,-34.81,1.09,2025-12,1.74,1.2699999999999996,78.38%,✅ 穩健價值
4.93%,🌑 雙重衰退,2025,-3.34,-4.56,3.90520694259012,224.70000000000002,58.5,2206.TW,三陽工業,-6.07,-1.93,4.6,2025-12,5.78,1.2199999999999998,18.31%,✅ 穩健價值
12.13%,🚀 利潤擴張,2025,8.95,7.81,9.832335146598801,125.25000000000003,82.0999984741,2478.TW,大毅,10.63,13.57,2.53,2025-12,3.45,1.1399999999999997,24.27%,✅ 穩健價值
23.81%,🚀 利潤擴張,2025,6.43,5.36,4.099066652842786,208.95,57.0999984741,2612.TW,中航,7.95,94.01,4.21,2025-12,5.46,1.0699999999999994,34.11%,✅ 穩健價值
14.33%,🚀 利潤擴張,2025,13.2,12.17,12.140391254315302,130.35000000000002,105.5,3013.TW,晟銘電,11.48,15.64,2.44,2025-12,4.03,1.0299999999999994,21.20%,✅ 穩健價值
18.42%,🚀 利潤擴張,2025,17.2,16.17,10.382381413359148,309.9,214.5,3551.TWO,世禾,12.87,23.67,6.12,2025-12,8.36,1.0299999999999976,36.55%,✅ 穩健價值
N/A,🚀 利潤擴張,2025,10.39,9.51,4.018199306791187,156.6,41.9500007629,7753.TWO,星亞,16.17,10.53,3.23,2025-12,4.22,0.8800000000000008,N/A,✅ 穩健價值
-2.28%,🌑 雙重衰退,2025,-6.98,-7.81,0.0,-41.85,31.7999992371,2406.TW,國碩,-32.0,-217.24,-0.92,2025-12,-0.92,0.8299999999999992,11.28%,⚪ 數據不足
59.33%,🏰 高護城河,2025,19.82,19.01,7.724314520431026,1405.9499999999998,724.0,3293.TWO,鈊象,21.48,21.2,27.9,2025-12,38.51,0.8099999999999987,97.58%,✅ 穩健價值
-478.52%,🚀 利潤擴張,2025,10.29,9.49,0.0,0.0,0.0,4743.TWO,合一,-0.69,-31.06,-2.11,2025-12,-2.18,0.7999999999999989,41.13%,⚪ 數據不足
N/A,🚀 利潤擴張,2025,21.07,20.29,5.314498771226012,140.70000000000002,49.8499984741,8936.TWO,國統,17.98,28.82,2.95,2025-12,4.08,0.7800000000000011,N/A,✅ 穩健價值
2.38%,🚀 利潤擴張,2025,18.73,18.17,6.118090548103015,119.4,48.7000007629,2414.TW,精技,23.71,21.43,2.38,2025-12,3.17,0.5599999999999987,8.10%,✅ 穩健價值
N/A,🚀 利潤擴張,2025,3.23,2.69,7.519379697093023,38.7,19.3999996185,8923.TWO,時報,9.05,0.0,0.6,2025-12,0.96,0.54,N/A,✅ 穩健價值
-7.50%,🌑 雙重衰退,2025,-6.32,-6.78,7.388059891293531,30.150000000000002,14.8500003815,4707.TWO,磐亞,-1.16,-10.29,0.61,2025-12,0.89,0.45999999999999996,-0.45%,✅ 穩健價值
-23.61%,🌑 雙重衰退,2025,-14.62,-15.0,0.0,-73.8,37.9000015259,4198.TWO,欣大健康,-18.9,16.58,-1.56,2025-12,-1.96,0.3800000000000008,30.43%,⚪ 數據不足
10.03%,🌑 雙重衰退,2025,-2.67,-3.05,3.4105534105534105,116.55,26.5,2852.TW,第一保,-3.25,-5.81,2.43,2025-12,2.92,0.3799999999999999,31.15%,✅ 穩健價值
N/A,🚀 利潤擴張,2025,19.42,19.26,14.709051724137929,278.40000000000003,273.0,7556.TWO,意德士,19.5,25.35,5.54,2025-12,7.1,0.16000000000000014,N/A,✅ 穩健價值
N/A,🚀 利潤擴張,2025,14.17,14.03,8.198451794510909,213.14999999999998,116.5,6525.TW,捷敏-KY,15.99,21.33,4.38,2025-12,5.88,0.14000000000000057,N/A,✅ 穩健價值
N/A,🚀 利潤擴張,2025,34.19,34.16,0.0,-34.800000000000004,20.2999992371,5211.TWO,蒙恬,25.77,26.09,-0.68,2025-12,-0.77,0.030000000000001137,N/A,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,15.34,15.52,44.111570247933884,145.2,427.0,8358.TWO,金居,11.75,-5.9,2.71,2025-12,4.21,-0.17999999999999972,N/A,❌ 暫避觀望
9.96%,⚠️ 獲利稀釋,2025,11.43,11.63,11.486486486486484,199.80000000000004,153.0,2645.TW,長榮航太,13.98,10.05,4.16,2025-12,5.46,-0.20000000000000107,14.11%,⚪ 中性觀察
-35.14%,🌑 雙重衰退,2025,-4.02,-3.72,0.0,-73.05,16.6000003815,4564.TW,元翎,8.43,-8.76,-1.54,2025-12,-1.86,-0.2999999999999994,-20.30%,⚪ 數據不足
-174.96%,🏰 高護城河,2025,15.58,15.88,0.0,0.0,0.0,4192.TWO,杏國,17.43,18.8,-0.95,2025-12,-1.3,-0.3000000000000007,76.40%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-22.22,-21.87,0.0,-49.8,22.6000003815,5205.TWO,中茂,-19.89,7.14,-0.91,2025-12,-1.43,-0.34999999999999787,N/A,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,14.0,14.37,60.840707964601776,33.9,137.5,8033.TW,雷虎,17.35,151.72,0.73,2025-12,0.58,-0.3699999999999992,N/A,❌ 暫避觀望
41.10%,🏰 高護城河,2025,2.44,2.85,4.923076923076923,48.75,16.0,2834.TW,臺企銀,1.98,4.12,1.01,2025-12,1.26,-0.41000000000000014,97.54%,⚪ 中性觀察
11.17%,⚠️ 獲利稀釋,2025,4.49,4.92,6.232449416989079,96.15,39.9500007629,1229.TW,聯華,-0.11,6.95,2.0,2025-12,2.57,-0.4299999999999997,21.12%,⚪ 中性觀察
9.36%,⚠️ 獲利稀釋,2025,2.11,2.58,2.972756287996795,93.60000000000001,18.5499992371,2610.TW,華航,2.68,5.85,1.81,2025-12,2.42,-0.4700000000000002,18.07%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,63.72,64.22,38.294797687861276,726.5999999999999,1855.0,6442.TW,光聖,92.55,66.63,13.87,2025-12,23.46,-0.5,N/A,❌ 暫避觀望
22.63%,🌑 雙重衰退,2025,-69.95,-69.37,11.981131895566037,15.9,12.6999998093,3266.TW,昇陽,-47.7,-46.67,0.24,2025-12,0.58,-0.5799999999999983,42.09%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,5.71,6.29,6.803130644190247,249.14999999999998,113.0,9917.TW,中保科,7.59,3.81,4.99,2025-12,6.77,-0.5800000000000001,N/A,⚪ 中性觀察
9.78%,⚠️ 獲利稀釋,2025,13.11,13.69,7.946793997271487,219.9,116.5,1736.TW,喬山,14.96,64.73,3.41,2025-12,9.06,-0.5800000000000001,48.58%,⚪ 中性觀察
10.72%,🌑 雙重衰退,2025,-9.76,-9.17,15.990730011587488,129.45,138.0,4755.TW,三福化,0.49,-23.89,2.39,2025-12,3.7,-0.5899999999999999,22.24%,❌ 暫避觀望
N/A,⚠️ 獲利稀釋,2025,2.97,3.64,8.341845420497105,440.55,245.0,7765.TW,中華資安,11.43,6.85,8.52,2025-12,11.47,-0.6699999999999999,N/A,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,10.46,11.2,5.558532011786767,559.9499999999999,207.5,6811.TWO,宏�硌穈T,8.94,6.94,11.25,2025-12,14.36,-0.7399999999999984,N/A,⚪ 中性觀察
5.80%,⚠️ 獲利稀釋,2025,13.99,14.74,8.882175226586103,248.25,147.0,3019.TW,亞光,16.37,23.82,5.51,2025-12,6.6,-0.75,15.53%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,6.63,7.51,15.132997843278217,208.65,210.5,6257.TW,矽格,7.66,-4.62,3.94,2025-12,6.14,-0.8799999999999999,N/A,❌ 暫避觀望
30.59%,🏰 高護城河,2025,-2.94,-2.04,4.519740539080731,254.54999999999998,76.6999969482,2882.TW,國泰金,-12.01,-27.4,4.84,2025-12,7.06,-0.8999999999999999,62.29%,⚪ 中性觀察
12.50%,⚠️ 獲利稀釋,2025,19.61,20.51,6.416275430359937,287.55,123.0,3689.TWO,湧德,21.75,25.52,5.52,2025-12,7.55,-0.9000000000000021,30.92%,⚪ 中性觀察
38.82%,⚠️ 獲利稀釋,2025,1.74,2.75,8.604651036046512,45.150000000000006,25.8999996185,2633.TW,台灣高鐵,0.9,-2.2,0.89,2025-12,1.17,-1.01,43.22%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,0.6,1.69,6.866197183098592,63.9,29.25,9908.TW,大台北,3.19,0.0,1.54,2025-12,1.72,-1.0899999999999999,N/A,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,8.37,9.49,0.0,-99.3,12.3500003815,6645.TW,金萬林-創,8.78,8.41,-1.96,2025-12,-2.41,-1.120000000000001,N/A,⚪ 數據不足
-0.53%,🌑 雙重衰退,2025,-15.15,-14.0,66.84210425921052,5.700000000000001,25.3999996185,3516.TWO,亞帝歐,-21.23,-88.0,0.03,2025-12,0.27,-1.1500000000000004,13.94%,❌ 暫避觀望
N/A,⚠️ 獲利稀釋,2025,5.83,7.01,10.402097902097902,85.80000000000001,59.5,6792.TW,詠業,9.04,41.22,1.89,2025-12,2.23,-1.1799999999999997,N/A,⚪ 中性觀察
15.69%,⚠️ 獲利稀釋,2025,17.26,18.56,15.730717185385656,443.40000000000003,465.0,2395.TW,研華,21.83,17.5,8.67,2025-12,12.25,-1.2999999999999972,39.78%,❌ 暫避觀望
38.94%,🏰 高護城河,2025,3.28,4.6,10.503597396762588,20.85,14.6000003815,2889.TW,國票金,-2.64,-2.08,0.47,2025-12,0.63,-1.3199999999999998,90.85%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,4.19,5.64,13.140676117775355,137.55,120.5,6261.TWO,久元,-1.1,-11.76,2.7,2025-12,4.23,-1.4499999999999993,N/A,⚪ 中性觀察
32.73%,🏰 高護城河,2025,-2.07,-0.57,4.271523178807946,453.00000000000006,129.0,3218.TWO,大學光,-0.6,-9.44,8.83,2025-12,12.31,-1.5,58.77%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,7.78,9.43,15.801253357206804,670.2,706.0,6526.TW,達發,14.59,13.73,14.0,2025-12,17.32,-1.6499999999999995,N/A,❌ 暫避觀望
3.94%,🌑 雙重衰退,2025,-9.62,-7.93,23.411764257088237,51.0,79.5999984741,1717.TW,長興,-7.17,-4.39,1.09,2025-12,1.41,-1.6899999999999995,21.29%,❌ 暫避觀望
4.16%,⚠️ 獲利稀釋,2025,1.64,3.33,4.597776523989536,229.35,70.3000030518,4915.TW,致伸,0.47,3.8,4.76,2025-12,5.71,-1.6900000000000002,17.61%,⚪ 中性觀察
65.42%,🏰 高護城河,2025,31.37,33.06,4.912023460410557,51.150000000000006,16.75,2820.TW,華票,29.19,29.63,1.05,2025-12,1.34,-1.6900000000000013,87.03%,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,0.0,1.72,14.289632473944048,273.45,260.5,6953.TWO,家碩,-7.09,-4.49,5.53,2025-12,7.99,-1.72,N/A,⚪ 中性觀察
5.82%,🌑 雙重衰退,2025,-14.89,-13.12,13.870967331720431,13.950000000000001,12.8999996185,2515.TW,中工,-10.98,-21.21,0.27,2025-12,0.4,-1.7700000000000014,9.34%,⚪ 中性觀察
31.25%,⚠️ 獲利稀釋,2025,10.18,11.97,14.37684003925417,1528.5,1465.0,1590.TW,亞德客-KY,9.91,4.29,30.36,2025-12,42.0,-1.790000000000001,47.51%,⚪ 中性觀察
21.51%,🏰 高護城河,2025,7.55,9.49,4.86867392696989,234.15,76.0,4105.TWO,東洋,14.57,37.23,5.05,2025-12,6.27,-1.9400000000000004,56.36%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,60.48,62.42,33.04904051172708,703.5,1550.0,7751.TWO,竑騰,54.14,44.57,14.3,2025-12,20.5,-1.9400000000000048,N/A,❌ 暫避觀望
N/A,⚠️ 獲利稀釋,2025,4.76,6.74,23.348017621145374,136.2,212.0,6568.TWO,宏觀,5.88,-24.19,2.37,2025-12,4.0,-1.9800000000000004,N/A,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,0.0,1.99,39.93150632671233,10.95,29.1499996185,5328.TWO,華容,5.47,61.54,0.21,2025-12,0.39,-1.99,N/A,❌ 暫避觀望
N/A,🌑 雙重衰退,2025,-6.83,-4.53,9.678270042194093,284.40000000000003,183.5,6271.TW,同欣電,-4.19,-15.2,5.41,2025-12,7.64,-2.3,N/A,⚪ 中性觀察
3.73%,🏰 高護城河,2025,-31.03,-28.72,0.0,-17.400000000000002,8.3199996948,3632.TWO,研勤,-35.55,-760.0,-0.43,2025-12,-0.38,-2.3100000000000023,54.59%,⚪ 數據不足
2.92%,⚠️ 獲利稀釋,2025,18.27,20.59,12.912621853042072,46.349999999999994,39.9000015259,3059.TW,華晶科,25.58,16.87,0.98,2025-12,1.24,-2.3200000000000003,23.91%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,34.76,37.11,15.284503631961256,991.2000000000002,1010.0,5536.TWO,聖暉*,46.97,34.86,20.35,2025-12,28.42,-2.3500000000000014,N/A,❌ 暫避觀望
7.36%,⚠️ 獲利稀釋,2025,2.75,5.21,5.87797619047619,604.8000000000001,237.0,2727.TW,王品,3.33,-2.81,12.01,2025-12,16.02,-2.46,47.07%,⚪ 中性觀察
4.26%,⚠️ 獲利稀釋,2025,24.57,27.07,7.136621562636403,687.3,327.0,2376.TW,技嘉,24.08,33.43,13.77,2025-12,18.2,-2.5,10.28%,⚪ 中性觀察
60.64%,🏰 高護城河,2025,4.19,6.74,63.86445096122516,920.6999999999999,3920.0,3529.TWO,力旺,7.92,2.21,18.06,2025-12,25.6,-2.55,100.00%,❌ 暫避觀望
N/A,⚠️ 獲利稀釋,2025,3.16,5.8,0.0,0.0,719.0,7805.TWO,威聯通,6.11,3.99,30.84,2025-12,44.56,-2.6399999999999997,N/A,⚪ 數據不足
14.06%,🏰 高護城河,2025,-5.49,-2.68,6.140109994917582,54.6,22.3500003815,2903.TW,遠百,-2.99,1.83,1.12,2025-12,1.56,-2.81,54.41%,⚪ 中性觀察
29.56%,⚠️ 獲利稀釋,2025,56.98,59.93,30.509355509355508,1443.0,2935.0,3131.TWO,弘塑,53.06,28.76,26.19,2025-12,45.48,-2.950000000000003,42.10%,❌ 暫避觀望
16.80%,🌑 雙重衰退,2025,-19.05,-15.95,7.2864321608040195,89.55000000000001,43.5,4527.TWO,方土霖,-24.37,-52.98,1.34,2025-12,3.4,-3.1000000000000014,29.77%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,9.74,12.89,6.904357668364459,265.05,122.0,6214.TW,精誠,15.19,-6.74,5.42,2025-12,7.91,-3.1500000000000004,N/A,⚪ 中性觀察
12.30%,🌑 雙重衰退,2025,-4.72,-1.51,4.365671723123667,140.70000000000002,40.9500007629,4584.TWO,君帆,5.03,-4.71,2.63,2025-12,3.43,-3.21,34.23%,⚪ 中性觀察
3.28%,📉 獲利侵蝕,2025,0.0,3.25,0.0,0.0,0.0,3209.TW,全科,-1.06,-34.03,1.58,2025-12,3.02,-3.25,4.62%,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,2.66,6.12,7.114725896755138,175.2,83.0999984741,6486.TWO,互動,-9.56,-16.72,2.84,2025-12,5.78,-3.46,N/A,⚪ 中性觀察
21.47%,🏰 高護城河,2025,0.9,4.37,7.496592457973649,330.15,165.0,2640.TWO,大車隊,3.84,1.56,6.51,2025-12,9.01,-3.47,51.63%,⚪ 中性觀察
-9.19%,📉 獲利侵蝕,2025,-2.19,1.31,0.0,-110.7,6.9200000763,2067.TWO,嘉鋼,3.79,-19.71,-2.49,2025-12,-2.8,-3.5,7.03%,⚪ 數據不足
N/A,🌑 雙重衰退,2025,-17.5,-13.95,36.91011064505618,13.35,32.8499984741,5452.TWO,佶優,-12.51,50.0,0.3,2025-12,0.33,-3.5500000000000007,N/A,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,-2.81,0.88,16.738197424892707,174.74999999999997,195.0,6672.TW,騰輝電子-KY,-1.28,-9.9,3.46,2025-12,4.85,-3.69,N/A,❌ 暫避觀望
7.42%,🌑 雙重衰退,2025,-12.98,-9.29,4.783010086528162,162.45,51.7999992371,2488.TW,漢平,1.02,-6.61,3.53,2025-12,4.56,-3.6900000000000013,19.83%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,27.67,31.42,9.675967596759675,333.3,215.0,7703.TWO,銳澤,34.82,40.42,6.74,2025-12,8.72,-3.75,N/A,⚪ 中性觀察
-18.26%,⚠️ 獲利稀釋,2025,4.42,8.23,0.0,-89.85000000000001,28.8999996185,4726.TWO,永昕,-7.0,-2.69,-1.91,2025-12,-2.17,-3.8100000000000005,1.76%,⚪ 數據不足
6.54%,⚠️ 獲利稀釋,2025,30.86,34.73,6.011131536685219,242.55,97.1999969482,3029.TW,零壹,45.68,34.15,4.91,2025-12,6.53,-3.8699999999999974,14.31%,⚪ 中性觀察
34.40%,🏰 高護城河,2025,0.0,3.92,8.111111419373737,74.25,40.1500015259,2855.TW,統一證,-16.01,-32.66,1.67,2025-12,3.0,-3.92,82.96%,⚪ 中性觀察
5.11%,🌑 雙重衰退,2025,-11.71,-7.72,59.1743119266055,65.4,258.0,4722.TW,國精化,-6.97,-29.12,1.33,2025-12,2.0,-3.990000000000001,17.84%,❌ 暫避觀望
1.66%,🌑 雙重衰退,2025,-4.59,-0.55,10.089285714285714,42.00000000000001,28.25,2312.TW,金寶,1.36,-10.64,0.85,2025-12,1.05,-4.04,5.36%,⚪ 中性觀察
9.02%,📉 獲利侵蝕,2025,-2.28,1.84,7.3735411528988335,77.1,37.9000015259,2948.TWO,寶陞,3.92,2.53,1.62,2025-12,2.14,-4.12,48.05%,⚪ 中性觀察
35.12%,🏰 高護城河,2025,3.31,7.59,6.069958847736626,72.89999999999999,29.5,2892.TW,第一金,4.61,2.03,1.51,2025-12,1.87,-4.279999999999999,78.99%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,48.0,52.32,0.0,-10.8,8.279999733,6142.TW,友勁,75.47,56.41,-0.17,2025-12,-0.26,-4.32,N/A,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,1.52,5.91,6.930693069306931,106.05000000000001,49.0,9926.TW,新海,6.06,0.0,2.3,2025-12,2.68,-4.390000000000001,N/A,⚪ 中性觀察
2.54%,🌑 雙重衰退,2025,-7.97,-3.49,7.256097826811848,172.2,83.3000030518,2347.TW,聯強,-8.89,-9.04,3.42,2025-12,5.08,-4.4799999999999995,4.26%,⚪ 中性觀察
-9.23%,🏰 高護城河,2025,8.21,12.71,0.0,-81.3,18.0,4171.TWO,瑞基,5.83,-33.1,-1.98,2025-12,-1.93,-4.5,73.67%,⚪ 數據不足
-3.01%,🌑 雙重衰退,2025,-5.88,-1.34,0.0,-13.950000000000001,13.8500003815,4121.TWO,優盛,-1.15,-47.37,-0.27,2025-12,-0.36,-4.54,33.58%,⚪ 數據不足
41.97%,🏰 高護城河,2025,6.9,11.45,10.948275862068966,522.0,381.0,4728.TWO,雙美,13.37,7.08,10.43,2025-12,13.33,-4.549999999999999,77.03%,⚪ 中性觀察
10.67%,⚠️ 獲利稀釋,2025,6.67,11.38,7.374631268436577,305.1,150.0,2480.TW,敦陽科,17.02,7.41,5.94,2025-12,8.0,-4.710000000000001,24.08%,⚪ 中性觀察
N/A,🌑 雙重衰退,2025,-14.17,-9.4,6.987463126843658,406.79999999999995,189.5,6996.TWO,力領科技,-15.41,-38.46,7.74,2025-12,12.15,-4.77,N/A,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,13.53,18.57,7.9637485537986885,777.9,413.0,5434.TW,崇越,22.38,7.32,15.45,2025-12,21.81,-5.040000000000001,N/A,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,7.94,13.01,6.770833333333334,50.4,22.75,5880.TW,合庫金,8.58,-0.96,1.03,2025-12,1.36,-5.069999999999999,N/A,⚪ 中性觀察
20.24%,🏰 高護城河,2025,-7.32,-2.15,26.321838641954024,13.05,22.8999996185,2901.TW,欣欣,-3.66,-21.88,0.25,2025-12,0.38,-5.17,84.77%,❌ 暫避觀望
4.56%,⚠️ 獲利稀釋,2025,1.96,7.21,7.1261377421456435,115.35000000000001,54.7999992371,2453.TW,凌群,7.96,5.26,2.2,2025-12,3.12,-5.25,24.39%,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,9.24,14.56,5.419580419580421,64.35,23.25,5548.TWO,安倉,13.03,-24.84,1.16,2025-12,2.03,-5.32,N/A,⚪ 中性觀察
12.65%,⚠️ 獲利稀釋,2025,119.5,124.88,25.079692480780047,1599.9,2675.0,2345.TW,智邦,146.74,140.62,32.18,2025-12,47.13,-5.3799999999999955,17.90%,❌ 暫避觀望
-198.78%,🌑 雙重衰退,2025,-35.42,-29.93,0.0,-105.75000000000001,24.1499996185,3041.TW,揚智,-21.55,-3.19,-2.1,2025-12,-3.43,-5.490000000000002,5.61%,⚪ 數據不足
N/A,⚠️ 獲利稀釋,2025,24.77,30.53,79.09836065573772,36.599999999999994,193.0,6658.TW,聯策,44.67,63.64,0.36,2025-12,1.38,-5.760000000000002,N/A,❌ 暫避觀望
N/A,📉 獲利侵蝕,2025,-4.37,1.47,6.026088554106192,816.45,328.0,8464.TW,億豐,3.29,-6.66,15.83,2025-12,22.53,-5.84,N/A,⚪ 中性觀察
N/A,📉 獲利侵蝕,2025,-0.84,5.0,5.914343983684568,661.95,261.0,8081.TW,致新,5.5,-3.49,13.05,2025-12,17.76,-5.84,N/A,⚪ 中性觀察
N/A,⚠️ 獲利稀釋,2025,9.87,15.75,151.47058823529414,10.2,103.0,8043.TWO,蜜望實,5.48,-94.84,0.08,2025-12,1.67,-5.880000000000001,N/A,❌ 暫避觀望
