股號,名稱,現價,狀態,說明,開盤,最高,最低
1219.TW,福壽,13.8999996185,均線糾撐,MA5/10/20 乖離率僅 0.81%，高度重合,14.0500001907,14.25,13.75
1623.TW,大東電,177.5,離開盤整 (向下),收盤價 177.50 跌破布林下軌 (178.33),183.0,183.0,177.0
6187.TWO,萬潤,895.0,進入盤整,ADX 為 9.47 (< 20)，市場動能趨緩,930.0,930.0,871.0
00980A.TW,主動野村臺灣優選,17.1700000763,均線糾撐,MA5/10/20 乖離率僅 0.35%，高度重合,17.7399997711,17.7999992371,17.1399993896
00929.TW,復華台灣科技優息,18.7299995422,均線糾撐,MA5/10/20 乖離率僅 0.82%，高度重合,19.1399993896,19.2099990845,18.6900005341
8249.TW,菱光,47.0,進入盤整,ADX 為 17.73 (< 20)，市場動能趨緩,48.5,48.7000007629,47.0
2252.TWO,為昇科,18.5499992371,趨勢運行,股價具備方向性，未達盤整標準,18.5499992371,19.3500003815,18.5499992371
2034.TW,允強,20.25,均線糾撐,MA5/10/20 乖離率僅 0.27%，高度重合,20.5499992371,20.5499992371,20.2000007629
00947.TW,台新臺灣IC設計,22.7299995422,均線糾撐,MA5/10/20 乖離率僅 1.48%，高度重合,23.6000003815,23.7000007629,22.5200004578
2483.TW,百容,20.7999992371,均線糾撐,MA5/10/20 乖離率僅 0.36%，高度重合,20.8999996185,21.1499996185,20.5499992371
3285.TWO,微端,27.9500007629,均線糾撐,MA5/10/20 乖離率僅 0.94%，高度重合,28.0,28.1499996185,27.9500007629
3581.TWO,博磊,65.8000030518,趨勢運行,股價具備方向性，未達盤整標準,68.5,69.4000015259,65.8000030518
3380.TW,明泰,35.5499992371,均線糾撐,MA5/10/20 乖離率僅 0.56%，高度重合,37.0,37.5999984741,35.5499992371
5301.TWO,寶得利,9.4499998093,均線糾撐,MA5/10/20 乖離率僅 0.78%，高度重合,9.0200004578,9.4499998093,9.0200004578
6875.TWO,國邑*,38.0499992371,均線糾撐,MA5/10/20 乖離率僅 1.22%，高度重合,39.0999984741,39.1500015259,38.0
5310.TWO,天剛,26.8500003815,均線糾撐,MA5/10/20 乖離率僅 0.75%，高度重合,26.7999992371,26.8500003815,26.7000007629
1795.TW,美時,216.0,進入盤整,ADX 為 15.30 (< 20)，市場動能趨緩,217.0,219.5,213.5
2406.TW,國碩,30.7999992371,趨勢運行,股價具備方向性，未達盤整標準,32.5499992371,33.0499992371,30.7000007629
4401.TWO,東隆興,14.8000001907,均線糾撐,MA5/10/20 乖離率僅 0.46%，高度重合,14.8500003815,15.1000003815,14.75
6147.TWO,頎邦,84.0,進入盤整,ADX 為 12.57 (< 20)，市場動能趨緩,80.0,84.0,79.6999969482
8032.TWO,光菱,33.7000007629,均線糾撐,MA5/10/20 乖離率僅 0.94%，高度重合,34.4500007629,34.4500007629,33.7000007629
00934.TW,中信成長高股息,20.5300006866,均線糾撐,MA5/10/20 乖離率僅 1.14%，高度重合,20.9500007629,21.0300006866,20.4599990845
6667.TWO,信紘科,236.0,均線糾撐,MA5/10/20 乖離率僅 1.46%，高度重合,240.0,241.5,235.5
6231.TWO,系微,269.0,進入盤整,ADX 為 11.84 (< 20)，市場動能趨緩,271.0,278.0,264.0
00674R.TW,期元大S&P黃金反1,5.3000001907,趨勢運行,股價具備方向性，未達盤整標準,5.1700000763,5.3099999428,5.1700000763
6910.TWO,德鴻,30.0,均線糾撐,MA5/10/20 乖離率僅 0.69%，高度重合,29.6499996185,31.0,29.6499996185
00751B.TWO,元大AAA至A公司債,31.8299999237,均線糾撐,MA5/10/20 乖離率僅 0.09%，高度重合,32.0800018311,32.0800018311,31.8299999237
5015.TWO,華祺,25.5,均線糾撐,MA5/10/20 乖離率僅 0.97%，高度重合,25.6000003815,25.6000003815,25.5
6657.TW,華安,40.7000007629,進入盤整,ADX 為 15.44 (< 20)，市場動能趨緩,42.0999984741,42.0999984741,40.5999984741
6799.TW,來頡,73.8000030518,均線糾撐,MA5/10/20 乖離率僅 1.21%，高度重合,74.5999984741,74.5999984741,73.1999969482
6689.TW,伊雲谷,74.1999969482,趨勢運行,股價具備方向性，未達盤整標準,77.1999969482,77.8000030518,74.0
2427.TW,三商電,23.2000007629,均線糾撐,MA5/10/20 乖離率僅 1.44%，高度重合,23.2999992371,23.4500007629,23.1000003815
1536.TW,和大,47.9500007629,離開盤整 (向下),收盤價 47.95 跌破布林下軌 (48.18),49.8499984741,49.8499984741,47.9000015259
2528.TW,皇普,25.0,均線糾撐,MA5/10/20 乖離率僅 0.42%，高度重合,24.6499996185,25.0,24.0
6716.TWO,應廣,64.0,進入盤整,ADX 為 16.35 (< 20)，市場動能趨緩,68.0,68.0,64.0
5344.TWO,立衛,13.6499996185,均線糾撐,MA5/10/20 乖離率僅 1.37%，高度重合,13.6000003815,13.6499996185,13.5
3664.TWO,安瑞-KY,8.8000001907,離開盤整 (向下),收盤價 8.80 跌破布林下軌 (9.18),8.1499996185,9.2700004578,8.1499996185
3665.TW,貿聯-KY,1915.0,趨勢運行,股價具備方向性，未達盤整標準,1980.0,2075.0,1900.0
3714.TW,富采,54.2000007629,進入盤整,ADX 為 16.24 (< 20)，市場動能趨緩,51.7000007629,54.2000007629,50.0
3218.TWO,大學光,132.0,均線糾撐,MA5/10/20 乖離率僅 0.29%，高度重合,138.0,138.0,132.0
6698.TW,旭暉應材,29.7999992371,均線糾撐,MA5/10/20 乖離率僅 1.05%，高度重合,29.5499992371,29.7999992371,29.3500003815
5228.TWO,鈺鎧,23.3999996185,均線糾撐,MA5/10/20 乖離率僅 1.40%，高度重合,24.9500007629,24.9500007629,23.3999996185
5880.TW,合庫金,23.6499996185,均線糾撐,MA5/10/20 乖離率僅 0.55%，高度重合,23.8500003815,23.8999996185,23.6000003815
2243.TW,宏旭-KY,19.8999996185,趨勢運行,股價具備方向性，未達盤整標準,22.0499992371,22.0499992371,19.8500003815
2349.TW,錸德,12.9499998093,趨勢運行,股價具備方向性，未達盤整標準,13.1000003815,13.3999996185,12.9499998093
4161.TWO,聿新科,24.6499996185,均線糾撐,MA5/10/20 乖離率僅 0.51%，高度重合,24.6000003815,24.75,24.2000007629
5452.TWO,佶優,31.3999996185,趨勢運行,股價具備方向性，未達盤整標準,33.4500007629,33.7000007629,31.3999996185
4923.TWO,力士,36.2999992371,趨勢運行,股價具備方向性，未達盤整標準,34.5,36.4500007629,34.5
3591.TW,艾笛森,21.2999992371,進入盤整,ADX 為 8.61 (< 20)，市場動能趨緩,20.6499996185,22.0499992371,20.1499996185
7734.TWO,印能科技,2350.0,離開盤整 (向上),收盤價 2350.00 突破布林上軌 (2280.22),2325.0,2455.0,2295.0
2401.TW,凌陽,19.6000003815,均線糾撐,MA5/10/20 乖離率僅 1.35%，高度重合,20.0499992371,20.1000003815,19.6000003815
3259.TWO,鑫創,18.0,進入盤整,ADX 為 15.78 (< 20)，市場動能趨緩,17.8999996185,18.6499996185,17.6000003815
6906.TW,現觀科,68.0,均線糾撐,MA5/10/20 乖離率僅 0.85%，高度重合,68.8000030518,68.8000030518,67.1999969482
3563.TW,牧德,775.0,進入盤整,ADX 為 10.07 (< 20)，市場動能趨緩,780.0,795.0,774.0
6279.TWO,胡連,108.0,均線糾撐,MA5/10/20 乖離率僅 1.20%，高度重合,109.0,110.5,107.5
3324.TWO,雙鴻,910.0,進入盤整,ADX 為 18.80 (< 20)，市場動能趨緩,930.0,934.0,898.0
2910.TW,統領,21.0499992371,趨勢運行,股價具備方向性，未達盤整標準,21.3999996185,21.3999996185,20.9500007629
3577.TWO,泓格,72.3000030518,趨勢運行,股價具備方向性，未達盤整標準,72.0999984741,72.3000030518,70.8000030518
3357.TWO,臺慶科,141.0,進入盤整,ADX 為 17.40 (< 20)，市場動能趨緩,146.5,147.0,140.5
4609.TWO,唐鋒,5.2800002098,均線糾撐,MA5/10/20 乖離率僅 1.37%，高度重合,5.2800002098,5.2800002098,5.2800002098
2254.TW,巨鎧精密-創,68.6999969482,均線糾撐,MA5/10/20 乖離率僅 0.54%，高度重合,69.8000030518,69.8000030518,68.6999969482
2369.TW,菱生,29.0,趨勢運行,股價具備方向性，未達盤整標準,30.7999992371,31.2000007629,28.9500007629
6146.TWO,耕興,190.0,均線糾撐,MA5/10/20 乖離率僅 0.98%，高度重合,193.5,193.5,188.0
6221.TWO,晉泰,26.1499996185,趨勢運行,股價具備方向性，未達盤整標準,26.6000003815,26.6000003815,25.8999996185
2250.TW,IKKA-KY,60.5999984741,趨勢運行,股價具備方向性，未達盤整標準,60.7999992371,60.7999992371,60.0
7751.TWO,竑騰,1665.0,趨勢運行,股價具備方向性，未達盤整標準,1575.0,1665.0,1575.0
8489.TWO,三貝德,26.7000007629,均線糾撐,MA5/10/20 乖離率僅 1.44%，高度重合,26.3999996185,28.3999996185,26.3999996185
1773.TW,勝一,145.5,均線糾撐,MA5/10/20 乖離率僅 0.82%，高度重合,141.5,150.0,137.5
6844.TWO,諾貝兒,64.0,均線糾撐,MA5/10/20 乖離率僅 0.24%，高度重合,63.2999992371,64.0,63.2999992371
6931.TW,青松健康,50.5,均線糾撐,MA5/10/20 乖離率僅 0.52%，高度重合,50.5,50.7999992371,49.7999992371
4956.TW,光鋐,32.9500007629,趨勢運行,股價具備方向性，未達盤整標準,32.5,34.2000007629,32.0499992371
5876.TW,上海商銀,39.5499992371,均線糾撐,MA5/10/20 乖離率僅 0.06%，高度重合,39.4500007629,39.6500015259,39.25
4977.TW,眾達-KY,178.0,進入盤整,ADX 為 10.60 (< 20)，市場動能趨緩,186.0,191.0,178.0
00632R.TW,元大台灣50反1,14.4899997711,均線糾撐,MA5/10/20 乖離率僅 0.50%，高度重合,14.0600004196,14.4899997711,14.0399999619
8935.TWO,邦泰,18.5,均線糾撐,MA5/10/20 乖離率僅 1.21%，高度重合,19.3999996185,19.4500007629,18.5
8342.TWO,益張,88.3000030518,均線糾撐,MA5/10/20 乖離率僅 1.39%，高度重合,88.3000030518,88.3000030518,88.3000030518
3704.TW,合勤控,32.4000015259,均線糾撐,MA5/10/20 乖離率僅 0.11%，高度重合,33.0999984741,33.7000007629,32.4000015259
8213.TW,志超,33.2999992371,均線糾撐,MA5/10/20 乖離率僅 1.29%，高度重合,33.7000007629,34.4000015259,32.9000015259
5227.TWO,立凱-KY,23.3500003815,進入盤整,ADX 為 14.66 (< 20)，市場動能趨緩,23.7999992371,23.7999992371,23.2000007629
3521.TWO,台鋼建設,12.8000001907,趨勢運行,股價具備方向性，未達盤整標準,13.1499996185,13.1499996185,12.8000001907
3564.TWO,其陽,39.6500015259,進入盤整,ADX 為 11.53 (< 20)，市場動能趨緩,40.4500007629,40.5999984741,39.6500015259
6419.TWO,京晨科,94.0999984741,趨勢運行,股價具備方向性，未達盤整標準,101.0,103.0,93.8000030518
2845.TW,遠東銀,12.5500001907,均線糾撐,MA5/10/20 乖離率僅 0.35%，高度重合,12.5500001907,12.6000003815,12.5
3266.TW,昇陽,13.1499996185,均線糾撐,MA5/10/20 乖離率僅 0.41%，高度重合,13.1999998093,13.1999998093,13.1499996185
2812.TW,台中銀,20.75,均線糾撐,MA5/10/20 乖離率僅 0.23%，高度重合,20.8500003815,20.8999996185,20.7000007629
00959B.TWO,大華投等美債15Y+,9.3699998856,均線糾撐,MA5/10/20 乖離率僅 0.15%，高度重合,9.3999996185,9.3999996185,9.3599996567
1324.TW,地球,11.6000003815,離開盤整 (向上),收盤價 11.60 突破布林上軌 (11.58),11.5,12.0,11.1999998093
2724.TWO,藝舍-KY,18.5499992371,趨勢運行,股價具備方向性，未達盤整標準,17.8999996185,18.5499992371,17.8999996185
3232.TWO,昱捷,22.6000003815,均線糾撐,MA5/10/20 乖離率僅 0.39%，高度重合,22.5499992371,22.6000003815,22.25
2867.TW,三商壽,7.6900000572,均線糾撐,MA5/10/20 乖離率僅 0.54%，高度重合,7.7600002289,7.7800002098,7.6700000763
4906.TW,正文,39.2999992371,進入盤整,ADX 為 18.35 (< 20)，市場動能趨緩,41.5499992371,42.0,39.0
00787B.TWO,元大10年IG醫療債,32.7099990845,均線糾撐,MA5/10/20 乖離率僅 0.15%，高度重合,32.8100013733,32.8600006104,32.7099990845
1712.TW,興農,43.5499992371,均線糾撐,MA5/10/20 乖離率僅 0.10%，高度重合,43.9500007629,44.0,43.4000015259
1203.TW,味王,39.4000015259,均線糾撐,MA5/10/20 乖離率僅 0.50%，高度重合,39.4000015259,39.8499984741,39.4000015259
2002.TW,中鋼,19.5,均線糾撐,MA5/10/20 乖離率僅 0.08%，高度重合,19.6000003815,19.6000003815,19.3500003815
2478.TW,大毅,57.5,趨勢運行,股價具備方向性，未達盤整標準,60.0,60.0999984741,57.5
6015.TWO,宏遠證,13.25,均線糾撐,MA5/10/20 乖離率僅 0.64%，高度重合,13.3999996185,13.4499998093,13.1499996185
4560.TW,強信-KY,32.4000015259,均線糾撐,MA5/10/20 乖離率僅 0.52%，高度重合,32.9000015259,32.9500007629,32.4000015259
8291.TWO,尚茂,13.25,均線糾撐,MA5/10/20 乖離率僅 0.61%，高度重合,14.0,14.0,13.25
6865.TWO,偉康科技,37.25,進入盤整,ADX 為 13.30 (< 20)，市場動能趨緩,39.0,39.0999984741,37.25
00845B.TWO,富邦新興投等債,33.4000015259,均線糾撐,MA5/10/20 乖離率僅 0.33%，高度重合,33.3100013733,33.4199981689,33.3100013733
4532.TW,瑞智,26.0499992371,均線糾撐,MA5/10/20 乖離率僅 0.28%，高度重合,26.1499996185,26.3999996185,25.8500003815
6988.TW,威力暘-創,15.3500003815,均線糾撐,MA5/10/20 乖離率僅 0.51%，高度重合,14.0,15.3500003815,14.0
6582.TW,申豐,33.9500007629,趨勢運行,股價具備方向性，未達盤整標準,33.0499992371,34.7999992371,33.0
5543.TWO,桓鼎-KY,27.7999992371,均線糾撐,MA5/10/20 乖離率僅 1.37%，高度重合,28.0,28.0,26.3999996185
6668.TW,中揚光,34.1500015259,均線糾撐,MA5/10/20 乖離率僅 0.66%，高度重合,34.4000015259,34.4000015259,33.2999992371
020030.TW,統一智慧電動車N,11.3599996567,資料不足,缺少均線數據,11.4099998474,11.4099998474,11.3599996567
3691.TWO,碩禾,102.0,進入盤整,ADX 為 15.60 (< 20)，市場動能趨緩,106.0,106.5,102.0
9136.TW,巨騰-DR,8.6999998093,趨勢運行,股價具備方向性，未達盤整標準,8.8800001144,8.8800001144,8.6099996567
2897.TW,王道銀行,10.0500001907,均線糾撐,MA5/10/20 乖離率僅 0.55%，高度重合,10.1000003815,10.1499996185,10.0
3592.TW,瑞鼎,218.0,均線糾撐,MA5/10/20 乖離率僅 0.76%，高度重合,227.0,227.0,217.0
4760.TWO,勤凱,188.5,趨勢運行,股價具備方向性，未達盤整標準,205.0,206.5,187.5
4806.TWO,桂田文創,10.1499996185,趨勢運行,股價具備方向性，未達盤整標準,10.9499998093,10.9499998093,10.1499996185
1718.TW,中纖,7.3699998856,均線糾撐,MA5/10/20 乖離率僅 0.16%，高度重合,7.5300002098,7.5300002098,7.3000001907
6491.TW,晶碩,290.0,均線糾撐,MA5/10/20 乖離率僅 0.19%，高度重合,284.0,290.0,281.5
00955.TWO,中信日本商社,15.8599996567,均線糾撐,MA5/10/20 乖離率僅 0.91%，高度重合,16.2399997711,16.3099994659,15.8500003815
3078.TWO,僑威,56.7999992371,均線糾撐,MA5/10/20 乖離率僅 1.39%，高度重合,57.2999992371,57.2999992371,56.4000015259
2484.TW,希華,30.3500003815,進入盤整,ADX 為 19.79 (< 20)，市場動能趨緩,32.0,32.5,29.75
6829.TWO,千附精密,116.5,趨勢運行,股價具備方向性，未達盤整標準,119.5,119.5,115.0
2520.TW,冠德,31.9500007629,均線糾撐,MA5/10/20 乖離率僅 0.35%，高度重合,32.25,32.5,31.6499996185
6996.TWO,力領科技,166.0,均線糾撐,MA5/10/20 乖離率僅 0.78%，高度重合,166.5,167.0,165.0
3115.TWO,富榮綱,9.4899997711,均線糾撐,MA5/10/20 乖離率僅 0.96%，高度重合,9.5500001907,9.5500001907,9.4899997711
6166.TW,凌華,57.0,均線糾撐,MA5/10/20 乖離率僅 1.27%，高度重合,58.4000015259,58.9000015259,56.9000015259
6103.TWO,合邦,43.4500007629,進入盤整,ADX 為 7.46 (< 20)，市場動能趨緩,42.6500015259,43.4500007629,42.6500015259
1338.TW,廣華-KY,16.2999992371,均線糾撐,MA5/10/20 乖離率僅 1.10%，高度重合,17.8999996185,17.8999996185,16.1000003815
3023.TW,信邦,261.0,進入盤整,ADX 為 7.98 (< 20)，市場動能趨緩,261.5,265.5,258.5
2106.TW,建大,18.7000007629,均線糾撐,MA5/10/20 乖離率僅 0.72%，高度重合,18.7000007629,18.8500003815,18.3999996185
00738U.TW,期元大道瓊白銀,58.5499992371,趨勢運行,股價具備方向性，未達盤整標準,61.5499992371,61.5499992371,58.4000015259
6672.TW,騰輝電子-KY,129.5,趨勢運行,股價具備方向性，未達盤整標準,132.0,134.5,127.5
3694.TW,海華,53.5999984741,均線糾撐,MA5/10/20 乖離率僅 0.57%，高度重合,55.7000007629,56.5,53.5999984741
6596.TWO,寬宏藝術,97.1999969482,離開盤整 (向下),收盤價 97.20 跌破布林下軌 (98.73),100.5,100.5,96.1999969482
6160.TWO,欣技,15.6499996185,均線糾撐,MA5/10/20 乖離率僅 0.95%，高度重合,16.0,16.0,15.6000003815
5426.TWO,振發,19.25,均線糾撐,MA5/10/20 乖離率僅 0.29%，高度重合,19.7000007629,19.7000007629,19.1499996185
8048.TWO,德勝,52.0,趨勢運行,股價具備方向性，未達盤整標準,53.0,53.0,51.9000015259
2312.TW,金寶,21.8500003815,均線糾撐,MA5/10/20 乖離率僅 1.45%，高度重合,22.3500003815,22.5,21.8500003815
2208.TW,台船,20.2000007629,均線糾撐,MA5/10/20 乖離率僅 0.95%，高度重合,20.5,20.6499996185,20.1000003815
2028.TW,威致,18.1499996185,均線糾撐,MA5/10/20 乖離率僅 1.02%，高度重合,18.4500007629,18.4500007629,18.1000003815
1909.TW,榮成,9.9499998093,趨勢運行,股價具備方向性，未達盤整標準,10.0500001907,10.1000003815,9.8500003815
009803.TW,保德信市值動能50,15.0699996948,均線糾撐,MA5/10/20 乖離率僅 0.49%，高度重合,15.5200004578,15.6400003433,15.0600004196
7584.TWO,樂意,32.4500007629,均線糾撐,MA5/10/20 乖離率僅 0.97%，高度重合,32.9000015259,32.9000015259,31.7000007629
8050.TWO,廣積,40.4500007629,均線糾撐,MA5/10/20 乖離率僅 0.68%，高度重合,40.4000015259,40.7000007629,40.2999992371
2348.TW,海悅,80.0,均線糾撐,MA5/10/20 乖離率僅 1.10%，高度重合,79.8000030518,81.3000030518,78.4000015259
3455.TWO,由田,139.0,均線糾撐,MA5/10/20 乖離率僅 1.44%，高度重合,129.0,139.0,128.5
2104.TW,國際中橡,12.25,均線糾撐,MA5/10/20 乖離率僅 0.43%，高度重合,12.3500003815,12.3999996185,12.0500001907
6122.TWO,擎邦,49.8499984741,均線糾撐,MA5/10/20 乖離率僅 1.08%，高度重合,50.0,50.4000015259,49.6500015259
02001L.TW,富邦蘋果正二N,62.2999992371,均線糾撐,MA5/10/20 乖離率僅 0.73%，高度重合,65.8000030518,65.8000030518,61.75
2880.TW,華南金,33.8499984741,均線糾撐,MA5/10/20 乖離率僅 0.34%，高度重合,33.7000007629,34.3499984741,33.7000007629
6435.TWO,大中,152.5,趨勢運行,股價具備方向性，未達盤整標準,151.0,156.0,149.0
6585.TW,鼎基,92.1999969482,趨勢運行,股價具備方向性，未達盤整標準,95.0999984741,95.0999984741,92.0999984741
6909.TW,創控,48.4500007629,均線糾撐,MA5/10/20 乖離率僅 1.20%，高度重合,47.7000007629,48.4500007629,47.0
8476.TW,台境*,18.5,均線糾撐,MA5/10/20 乖離率僅 0.99%，高度重合,19.0,19.1499996185,18.5
6530.TWO,創威,89.1999969482,趨勢運行,股價具備方向性，未達盤整標準,88.6999969482,92.5,88.3000030518
3226.TWO,龍鋒,41.9000015259,趨勢運行,股價具備方向性，未達盤整標準,41.6500015259,41.9000015259,41.5499992371
6806.TW,森崴能源,34.75,進入盤整,ADX 為 13.63 (< 20)，市場動能趨緩,34.75,34.75,34.75
2755.TWO,揚秦,143.5,均線糾撐,MA5/10/20 乖離率僅 0.52%，高度重合,145.0,145.0,142.0
3390.TWO,旭軟,21.0,均線糾撐,MA5/10/20 乖離率僅 1.29%，高度重合,21.2999992371,21.5,20.8999996185
1605.TW,華新,30.1000003815,進入盤整,ADX 為 8.39 (< 20)，市場動能趨緩,31.0,31.2000007629,30.0
8038.TWO,長園科,38.4500007629,進入盤整,ADX 為 17.85 (< 20)，市場動能趨緩,39.2999992371,39.6500015259,38.4500007629
4726.TWO,永昕,31.3999996185,均線糾撐,MA5/10/20 乖離率僅 0.66%，高度重合,31.4500007629,31.5,31.2000007629
00648R.TW,元大S&P500反1,4.6300001144,均線糾撐,MA5/10/20 乖離率僅 0.97%，高度重合,4.5700001717,4.6300001144,4.5599999428
3006.TW,晶豪科,150.5,趨勢運行,股價具備方向性，未達盤整標準,159.5,160.0,150.0
1442.TW,名軒,26.1499996185,均線糾撐,MA5/10/20 乖離率僅 0.76%，高度重合,26.2999992371,26.3500003815,25.8500003815
3376.TW,新日興,187.5,進入盤整,ADX 為 16.60 (< 20)，市場動能趨緩,196.5,198.0,187.0
1303.TW,南亞,77.0999984741,進入盤整,ADX 為 17.54 (< 20)，市場動能趨緩,80.5,81.1999969482,77.0
