om,eps_yoy,eps,name,price,advice,symbol,gm,prev_eps,prev_rev_yoy,prev_year,rev_yoy,status,date,pe,expansion,est_price,prev_eps_yoy
10.58%,4.58,4.77,台灣大,110.0,✅ 穩健價值,3045.TW,19.71%,3.49,-0.87,2025,-0.31,🧐 疑業外收益,2025-12,9.345794392523365,4.89,176.54999999999998,1.8
N/A,31.08,8.73,良維,275.5,✅ 穩健價值,6290.TWO,N/A,6.2,28.79,2025,26.34,🚀 利潤擴張,2025-12,13.050686878256752,4.739999999999998,316.65,42.86
N/A,40.24,46.93,穎崴,10090.0,⚠️ 追價風險,6515.TW,N/A,33.4,32.04,2025,35.51,🚀 利潤擴張,2025-12,83.7274914944818,4.730000000000004,1807.6499999999999,39.53
-58.77%,6.47,-1.59,正峰,11.6499996185,⚪ 數據不足,1538.TW,32.24%,-0.36,22.91,2025,1.9,🚀 利潤擴張,2025-12,0.0,4.57,-31.050000000000004,64.0
-0.96%,9.26,1.77,長盛,22.8999996185,✅ 穩健價值,3492.TWO,27.24%,1.63,7.91,2025,4.69,🚀 利潤擴張,2025-12,4.607645798490946,4.569999999999999,74.55,26.36
7.94%,36.94,4.3,炎洲流通,67.5999984741,✅ 穩健價值,3171.TWO,25.09%,3.11,23.81,2025,32.43,🚀 利潤擴張,2025-12,6.71300878590864,4.509999999999998,151.05,36.4
N/A,41.38,6.88,博智,420.0,⚠️ 追價風險,8155.TWO,N/A,3.35,35.15,2025,36.9,🚀 利潤擴張,2025-12,33.41288782816229,4.480000000000004,188.55,1.87
23.34%,32.78,11.33,新應材,1175.0,⚠️ 追價風險,4749.TWO,44.02%,8.49,32.03,2025,28.3,🚀 利潤擴張,2025-12,42.78951201747997,4.48,411.90000000000003,32.29
35.36%,8.94,1.29,聯邦銀,20.75,✅ 穩健價值,2838.TW,94.34%,0.91,-0.7,2025,4.5,🏰 高護城河,2025-12,6.9397993311036785,4.4399999999999995,44.85,-1.98
34.02%,-57.74,3.03,名軒,26.8999996185,✅ 穩健價值,1442.TW,49.04%,2.49,-63.75,2025,-62.17,🌑 雙重衰退,2025-12,3.0361173384311515,4.43,132.89999999999998,-57.58
18.52%,4.45,9.61,鈞興-KY,197.5,✅ 穩健價值,4571.TW,33.35%,7.33,4.55,2025,0.1,🚀 利潤擴張,2025-12,7.9927154997976535,4.3500000000000005,370.65,7.67
6.82%,18.07,4.38,欣興,861.0,⚠️ 追價風險,3037.TW,15.77%,2.06,12.28,2025,13.75,🚀 利潤擴張,2025-12,112.40208877284596,4.32,114.89999999999999,-37.88
N/A,-12.9,0.81,岳豐,30.0,⚠️ 追價風險,6220.TWO,N/A,0.45,-20.23,2025,-17.2,🌑 雙重衰退,2025-12,51.72413793103448,4.299999999999999,8.700000000000001,-25.0
5.11%,2.79,4.33,大成,0.0,⚪ 數據不足,1210.TW,15.43%,2.67,-1.43,2025,-1.49,🧐 疑業外收益,2025-12,0.0,4.28,0.0,-9.42
6.27%,1.47,4.15,崇越電,110.0,✅ 穩健價值,3388.TWO,17.90%,3.06,-2.28,2025,-2.69,🧐 疑業外收益,2025-12,10.95617529880478,4.16,150.60000000000002,2.0
5.39%,1.84,8.84,華立,136.0,✅ 穩健價值,3010.TW,8.77%,6.28,-2.77,2025,-2.3,🧐 疑業外收益,2025-12,6.5859564164648905,4.14,309.75000000000006,-5.56
-15.09%,9.52,-1.02,寶德,21.1499996185,⚪ 數據不足,3349.TWO,15.17%,-0.64,28.56,2025,5.58,🚀 利潤擴張,2025-12,0.0,3.9399999999999995,-35.1,48.21
N/A,23.62,1.57,微矽電子-創,55.0,✅ 穩健價值,8162.TW,N/A,1.53,28.35,2025,19.79,🚀 利潤擴張,2025-12,12.850467289719626,3.830000000000002,64.2,96.15
6.31%,11.7,12.6,智易,184.0,✅ 穩健價值,3596.TW,15.29%,9.52,8.39,2025,8.19,🚀 利潤擴張,2025-12,5.878594249201279,3.51,469.49999999999994,12.4
N/A,1.77,2.31,伊雲谷,70.0999984741,✅ 穩健價值,6689.TW,N/A,1.15,2.81,2025,-1.67,🧐 疑業外收益,2025-12,14.423867998786008,3.44,72.9,-34.29
N/A,5.99,30.6,新普,394.0,✅ 穩健價值,6121.TWO,N/A,21.26,-0.37,2025,2.65,🚀 利潤擴張,2025-12,5.397999725989862,3.3400000000000003,1094.85,3.45
N/A,16.48,3.04,東捷資訊,41.2000007629,✅ 穩健價值,6697.TWO,N/A,2.54,14.74,2025,13.17,🚀 利潤擴張,2025-12,4.975845502765701,3.3100000000000005,124.19999999999999,27.0
N/A,23.05,3.63,東生華,49.5999984741,✅ 穩健價值,8432.TWO,N/A,3.01,18.72,2025,19.79,🚀 利潤擴張,2025-12,5.573033536415731,3.2600000000000016,133.49999999999997,11.48
N/A,6.16,2.24,德記,38.2000007629,✅ 穩健價值,5902.TWO,N/A,1.79,3.96,2025,2.91,🚀 利潤擴張,2025-12,6.620450738804158,3.25,86.55000000000001,1.13
N/A,11.03,4.83,韋僑,138.5,✅ 穩健價值,6417.TWO,N/A,3.25,8.43,2025,7.83,🚀 利潤擴張,2025-12,12.300177619893429,3.1999999999999993,168.9,9.43
15.45%,26.02,3.13,新盛力,187.0,⚠️ 追價風險,4931.TWO,26.27%,1.55,4.97,2025,22.86,🚀 利潤擴張,2025-12,27.06222865412446,3.16,103.64999999999999,-8.33
N/A,10.09,-2.97,生華科,50.2999992371,⚪ 數據不足,6492.TWO,N/A,-2.06,10.67,2025,7.0,🚀 利潤擴張,2025-12,0.0,3.09,-105.60000000000001,13.87
11.22%,0.0,1.09,佰鴻,30.0,✅ 穩健價值,3031.TW,30.45%,0.89,-7.8,2025,-3.04,🌑 雙重衰退,2025-12,10.638297872340425,3.04,42.3,-8.25
8.91%,19.51,0.5,和桐,9.8100004196,✅ 穩健價值,1714.TW,14.20%,0.37,15.96,2025,16.5,🚀 利潤擴張,2025-12,8.53043514747826,3.0100000000000016,17.250000000000004,5.71
17.59%,10.14,8.07,中興電,158.5,✅ 穩健價值,1513.TW,27.00%,5.99,9.03,2025,7.18,🚀 利潤擴張,2025-12,8.119877049180326,2.960000000000001,292.80000000000007,6.72
N/A,-40.65,3.46,昇益,24.7000007629,✅ 穩健價值,5455.TWO,N/A,3.53,62.0,2025,-43.58,🌑 雙重衰退,2025-12,2.3214286431296993,2.9299999999999997,159.6,44.67
N/A,11.72,3.26,信昌電,134.0,⚪ 中性觀察,6173.TWO,N/A,2.12,10.39,2025,8.9,🚀 利潤擴張,2025-12,19.088319088319086,2.8200000000000003,105.30000000000001,-7.86
33.61%,0.85,2.36,兆豐金,40.0999984741,✅ 穩健價值,2886.TW,83.45%,1.91,-5.03,2025,-1.77,🏰 高護城河,2025-12,6.639072595049669,2.62,90.6,-3.54
N/A,-20.92,1.91,中鼎,36.4500007629,⚪ 數據不足,9933.TW,N/A,-0.23,-23.49,2025,-23.41,🔄 轉虧為盈,2025-12,0.0,2.4899999999999984,-15.600000000000001,-112.85
N/A,1.54,2.63,白紗科,24.2000007629,✅ 穩健價值,8401.TWO,N/A,1.71,0.54,2025,-0.87,🧐 疑業外收益,2025-12,4.06722701897479,2.41,89.25,-0.58
1.25%,5.94,2.14,三商家購,41.2000007629,✅ 穩健價值,2945.TW,27.39%,1.44,3.48,2025,3.54,🚀 利潤擴張,2025-12,8.45995908889117,2.4000000000000004,73.05,-2.04
7.78%,25.0,3.5,榮昌,59.0,✅ 穩健價值,3684.TWO,34.09%,2.55,31.38,2025,22.61,🚀 利潤擴張,2025-12,7.535121328224777,2.3900000000000006,117.44999999999999,50.0
15.14%,19.76,13.82,辛耘,866.0,⚠️ 追價風險,3583.TW,37.11%,9.71,20.22,2025,17.37,🚀 利潤擴張,2025-12,26.418547895057962,2.3900000000000006,491.70000000000005,15.18
-5.26%,18.37,-0.76,東訊,12.8500003815,⚪ 數據不足,2321.TW,29.80%,-0.3,19.86,2025,16.01,🚀 利潤擴張,2025-12,0.0,2.3599999999999994,-29.1,67.57
0.40%,27.76,5.2,神準,110.5,✅ 穩健價值,3558.TWO,14.36%,4.87,38.81,2025,25.46,🚀 利潤擴張,2025-12,6.688861985472154,2.3000000000000007,247.80000000000004,73.93
N/A,25.0,0.2,晉弘,66.0,⚪ 數據不足,6796.TW,N/A,-0.68,36.23,2025,22.72,🔄 轉虧為盈,2025-12,0.0,2.280000000000001,-18.75,22.73
2.75%,-10.88,1.72,世鎧,26.1499996185,✅ 穩健價值,2063.TWO,17.29%,1.27,-10.3,2025,-13.1,🌑 雙重衰退,2025-12,6.138497563028169,2.219999999999999,63.9,-13.01
N/A,18.9,1.95,創威,110.5,⚠️ 追價風險,6530.TWO,N/A,1.4,18.97,2025,16.68,🚀 利潤擴張,2025-12,23.86609071274298,2.219999999999999,69.45,20.69
N/A,12.47,4.3,世界,174.5,✅ 穩健價值,5347.TWO,N/A,3.35,10.75,2025,10.3,🚀 利潤擴張,2025-12,15.333919156414762,2.17,170.70000000000002,4.1
N/A,-4.01,10.06,巨路,128.0,✅ 穩健價值,6192.TW,N/A,7.66,-4.9,2025,-6.01,🌑 雙重衰退,2025-12,4.988308651597818,2.0,384.9,6.98
7.03%,7.92,6.27,士電,206.5,✅ 穩健價值,1503.TW,17.20%,5.46,5.13,2025,6.01,🚀 利潤擴張,2025-12,11.389961389961389,1.9100000000000001,271.95000000000005,9.86
42.63%,26.01,2.18,德英,34.25,✅ 穩健價值,4911.TWO,85.36%,1.76,35.41,2025,24.13,🏰 高護城河,2025-12,5.956521739130434,1.8800000000000026,86.25000000000001,46.67
N/A,28.97,5.04,AMAX-KY,163.0,✅ 穩健價值,6933.TW,N/A,3.69,36.49,2025,27.21,🚀 利潤擴張,2025-12,13.241267262388302,1.759999999999998,184.65,86.8
11.96%,23.26,5.83,聯合,99.5,✅ 穩健價值,4129.TWO,78.77%,4.47,24.04,2025,21.54,🏰 高護城河,2025-12,6.7503392130257796,1.7200000000000024,221.10000000000002,29.11
13.07%,16.39,2.77,宏泰,37.25,✅ 穩健價值,1612.TW,16.53%,2.19,22.35,2025,14.68,🚀 利潤擴張,2025-12,5.283687943262412,1.7100000000000009,105.75,14.06
34.18%,34.83,10.49,德律,397.0,✅ 穩健價值,3030.TW,60.64%,7.59,31.3,2025,33.22,🏰 高護城河,2025-12,15.766481334392378,1.6099999999999994,377.69999999999993,37.0
14.21%,7.02,3.81,遠傳,96.1999969482,✅ 穩健價值,4904.TW,27.10%,2.79,2.92,2025,5.47,🚀 利潤擴張,2025-12,10.310824967652733,1.5499999999999998,139.95,9.41
19.80%,47.96,41.67,台光電,4850.0,⚠️ 追價風險,2383.TW,28.58%,31.23,51.33,2025,46.42,🚀 利潤擴張,2025-12,47.11482416941907,1.5399999999999991,1544.1000000000001,51.99
N/A,53.38,-1.38,鑽石投資,14.0500001907,⚪ 數據不足,6901.TW,N/A,-1.36,32.78,2025,51.85,🚀 利潤擴張,2025-12,0.0,1.5300000000000011,-69.00000000000001,33.98
10.08%,4.17,5.5,永記,76.0999984741,✅ 穩健價值,1726.TW,28.35%,4.28,5.97,2025,2.72,🚀 利潤擴張,2025-12,5.381895224476662,1.4499999999999997,212.10000000000002,12.04
N/A,32.76,33.49,旺矽,4985.0,⚠️ 追價風險,6223.TWO,N/A,23.65,33.01,2025,31.45,🚀 利潤擴張,2025-12,62.965769862321594,1.3099999999999987,1187.5499999999997,39.51
17.33%,3.96,4.99,中華電,135.5,✅ 穩健價值,2412.TW,33.63%,3.79,3.52,2025,2.67,🚀 利潤擴張,2025-12,10.745440126883425,1.29,189.15,4.12
39.14%,-10.99,1.74,凱基金,22.7999992371,✅ 穩健價值,2883.TW,78.38%,1.09,-29.02,2025,-12.26,🏰 高護城河,2025-12,6.263736054148351,1.2699999999999996,54.6,-34.81
4.93%,-3.34,5.78,三陽工業,58.0999984741,✅ 穩健價值,2206.TW,18.31%,4.6,-6.07,2025,-4.56,🌑 雙重衰退,2025-12,3.878504571034713,1.2199999999999998,224.70000000000002,-1.93
12.13%,8.95,3.45,大毅,77.9000015259,✅ 穩健價值,2478.TW,24.27%,2.53,10.63,2025,7.81,🚀 利潤擴張,2025-12,9.329341500107782,1.1399999999999997,125.25000000000003,13.57
23.81%,6.43,5.46,中航,57.2999992371,✅ 穩健價值,2612.TW,34.11%,4.21,7.95,2025,5.36,🚀 利潤擴張,2025-12,4.113424209411343,1.0699999999999994,208.95,94.01
14.33%,13.2,4.03,晟銘電,112.0,✅ 穩健價值,3013.TW,21.20%,2.44,11.48,2025,12.17,🚀 利潤擴張,2025-12,12.888377445339469,1.0299999999999994,130.35000000000002,15.64
18.42%,17.2,8.36,世禾,218.0,✅ 穩健價值,3551.TWO,36.55%,6.12,12.87,2025,16.17,🚀 利潤擴張,2025-12,10.551790900290417,1.0299999999999976,309.9,23.67
N/A,10.39,4.22,星亞,42.5999984741,✅ 穩健價值,7753.TWO,N/A,3.23,16.17,2025,9.51,🚀 利潤擴張,2025-12,4.080459623955939,0.8800000000000008,156.6,10.53
-2.28%,-6.98,-0.92,國碩,35.25,⚪ 數據不足,2406.TW,11.28%,-0.92,-32.0,2025,-7.81,🌑 雙重衰退,2025-12,0.0,0.8299999999999992,-41.85,-217.24
59.33%,19.82,38.51,鈊象,731.0,✅ 穩健價值,3293.TWO,97.58%,27.9,21.48,2025,19.01,🏰 高護城河,2025-12,7.7989971193854695,0.8099999999999987,1405.9499999999998,21.2
-478.52%,10.29,-2.18,合一,0.0,⚪ 數據不足,4743.TWO,41.13%,-2.11,-0.69,2025,9.49,🚀 利潤擴張,2025-12,0.0,0.7999999999999989,0.0,-31.06
N/A,21.07,4.08,國統,50.5999984741,✅ 穩健價值,8936.TWO,N/A,2.95,17.98,2025,20.29,🚀 利潤擴張,2025-12,5.394456127302771,0.7800000000000011,140.70000000000002,28.82
2.38%,18.73,3.17,精技,47.9000015259,✅ 穩健價值,2414.TW,8.10%,2.38,23.71,2025,18.17,🚀 利潤擴張,2025-12,6.017588131394473,0.5599999999999987,119.4,21.43
N/A,3.23,0.96,時報,19.1000003815,✅ 穩健價值,8923.TWO,N/A,0.6,9.05,2025,2.69,🚀 利潤擴張,2025-12,7.403100923062015,0.54,38.7,0.0
-7.50%,-6.32,0.89,磐亞,16.5,✅ 穩健價值,4707.TWO,-0.45%,0.61,-1.16,2025,-6.78,🌑 雙重衰退,2025-12,8.208955223880595,0.45999999999999996,30.150000000000002,-10.29
-23.61%,-14.62,-1.96,欣大健康,37.7999992371,⚪ 數據不足,4198.TWO,30.43%,-1.56,-18.9,2025,-15.0,🌑 雙重衰退,2025-12,0.0,0.3800000000000008,-73.8,16.58
10.03%,-2.67,2.92,第一保,26.1000003815,✅ 穩健價值,2852.TW,31.15%,2.43,-3.25,2025,-3.05,🌑 雙重衰退,2025-12,3.3590734081724585,0.3799999999999999,116.55,-5.81
N/A,19.42,7.1,意德士,270.0,✅ 穩健價值,7556.TWO,N/A,5.54,19.5,2025,19.26,🚀 利潤擴張,2025-12,14.547413793103447,0.16000000000000014,278.40000000000003,25.35
N/A,14.17,5.88,捷敏-KY,109.5,✅ 穩健價值,6525.TW,N/A,4.38,15.99,2025,14.03,🚀 利潤擴張,2025-12,7.705840957072485,0.14000000000000057,213.14999999999998,21.33
N/A,34.19,-0.77,蒙恬,20.2999992371,⚪ 數據不足,5211.TWO,N/A,-0.68,25.77,2025,34.16,🚀 利潤擴張,2025-12,0.0,0.030000000000001137,-34.800000000000004,26.09
N/A,15.34,4.21,金居,462.0,❌ 暫避觀望,8358.TWO,N/A,2.71,11.75,2025,15.52,⚠️ 獲利稀釋,2025-12,47.72727272727273,-0.17999999999999972,145.2,-5.9
9.96%,11.43,5.46,長榮航太,154.5,⚪ 中性觀察,2645.TW,14.11%,4.16,13.98,2025,11.63,⚠️ 獲利稀釋,2025-12,11.599099099099098,-0.20000000000000107,199.80000000000004,10.05
-35.14%,-4.02,-1.86,元翎,17.6499996185,⚪ 數據不足,4564.TW,-20.30%,-1.54,8.43,2025,-3.72,🌑 雙重衰退,2025-12,0.0,-0.2999999999999994,-73.05,-8.76
-174.96%,15.58,-1.3,杏國,20.0499992371,⚪ 數據不足,4192.TWO,76.40%,-0.95,17.43,2025,15.88,🏰 高護城河,2025-12,0.0,-0.3000000000000007,-50.4,18.8
N/A,-22.22,-1.43,中茂,23.2000007629,⚪ 數據不足,5205.TWO,N/A,-0.91,-19.89,2025,-21.87,🌑 雙重衰退,2025-12,0.0,-0.34999999999999787,-49.8,7.14
N/A,14.0,0.58,雷虎,144.0,❌ 暫避觀望,8033.TW,N/A,0.73,17.35,2025,14.37,⚠️ 獲利稀釋,2025-12,63.71681415929204,-0.3699999999999992,33.9,151.72
41.10%,2.44,1.26,臺企銀,16.1499996185,⚪ 中性觀察,2834.TW,97.54%,1.01,1.98,2025,2.85,🏰 高護城河,2025-12,4.969230651846154,-0.41000000000000014,48.75,4.12
11.17%,4.49,2.57,聯華,41.0999984741,⚪ 中性觀察,1229.TW,21.12%,2.0,-0.11,2025,4.92,⚠️ 獲利稀釋,2025-12,6.411856236209048,-0.4299999999999997,96.15,6.95
9.36%,2.11,2.42,華航,19.1499996185,⚪ 中性觀察,2610.TW,18.07%,1.81,2.68,2025,2.58,⚠️ 獲利稀釋,2025-12,3.068910195272436,-0.4700000000000002,93.60000000000001,5.85
N/A,63.72,23.46,光聖,1950.0,❌ 暫避觀望,6442.TW,N/A,13.87,92.55,2025,64.22,⚠️ 獲利稀釋,2025-12,40.255986787778696,-0.5,726.5999999999999,66.63
22.63%,-69.95,0.58,昇陽,13.5500001907,⚪ 中性觀察,3266.TW,42.09%,0.24,-47.7,2025,-69.37,🌑 雙重衰退,2025-12,12.783019047830189,-0.5799999999999983,15.9,-46.67
N/A,5.71,6.77,中保科,113.0,⚪ 中性觀察,9917.TW,N/A,4.99,7.59,2025,6.29,⚠️ 獲利稀釋,2025-12,6.803130644190247,-0.5800000000000001,249.14999999999998,3.81
9.78%,13.11,9.06,喬山,124.0,⚪ 中性觀察,1736.TW,48.58%,3.41,14.96,2025,13.69,⚠️ 獲利稀釋,2025-12,8.458390177353342,-0.5800000000000001,219.9,64.73
10.72%,-9.76,3.7,三福化,139.0,❌ 暫避觀望,4755.TW,22.24%,2.39,0.49,2025,-9.17,🌑 雙重衰退,2025-12,16.10660486674392,-0.5899999999999999,129.45,-23.89
N/A,2.97,11.47,中華資安,249.5,⚪ 中性觀察,7765.TW,N/A,8.52,11.43,2025,3.64,⚠️ 獲利稀釋,2025-12,8.495062989445012,-0.6699999999999999,440.55,6.85
N/A,10.46,14.36,宏�硌穈T,212.5,⚪ 中性觀察,6811.TWO,N/A,11.25,8.94,2025,11.2,⚠️ 獲利稀釋,2025-12,5.692472542191267,-0.7399999999999984,559.9499999999999,6.94
5.80%,13.99,6.6,亞光,146.5,⚪ 中性觀察,3019.TW,15.53%,5.51,16.37,2025,14.74,⚠️ 獲利稀釋,2025-12,8.851963746223564,-0.75,248.25,23.82
N/A,6.63,6.14,矽格,212.5,❌ 暫避觀望,6257.TW,N/A,3.94,7.66,2025,7.51,⚠️ 獲利稀釋,2025-12,15.276779295470885,-0.8799999999999999,208.65,-4.62
30.59%,-2.94,7.06,國泰金,78.4000015259,⚪ 中性觀察,2882.TW,62.29%,4.84,-12.01,2025,-2.04,🏰 高護城河,2025-12,4.619917591390689,-0.8999999999999999,254.54999999999998,-27.4
12.50%,19.61,7.55,湧德,124.5,⚪ 中性觀察,3689.TWO,30.92%,5.52,21.75,2025,20.51,⚠️ 獲利稀釋,2025-12,6.494522691705789,-0.9000000000000021,287.55,25.52
38.82%,1.74,1.17,台灣高鐵,26.75,⚪ 中性觀察,2633.TW,43.22%,0.89,0.9,2025,2.75,⚠️ 獲利稀釋,2025-12,8.88704318936877,-1.01,45.150000000000006,-2.2
N/A,0.6,1.72,大台北,29.3500003815,⚪ 中性觀察,9908.TW,N/A,1.54,3.19,2025,1.69,⚠️ 獲利稀釋,2025-12,6.889671451056338,-1.0899999999999999,63.9,0.0
N/A,8.37,-2.41,金萬林-創,12.9499998093,⚪ 數據不足,6645.TW,N/A,-1.96,8.78,2025,9.49,⚠️ 獲利稀釋,2025-12,0.0,-1.120000000000001,-99.3,8.41
-0.53%,-15.15,0.27,亞帝歐,21.2000007629,❌ 暫避觀望,3516.TWO,13.94%,0.03,-21.23,2025,-14.0,🌑 雙重衰退,2025-12,55.7894756918421,-1.1500000000000004,5.700000000000001,-88.0
N/A,5.83,2.23,詠業,56.0999984741,⚪ 中性觀察,6792.TW,N/A,1.89,9.04,2025,7.01,⚠️ 獲利稀釋,2025-12,9.807692040926572,-1.1799999999999997,85.80000000000001,41.22
15.69%,17.26,12.25,研華,478.5,❌ 暫避觀望,2395.TW,39.78%,8.67,21.83,2025,18.56,⚠️ 獲利稀釋,2025-12,16.18741542625169,-1.2999999999999972,443.40000000000003,17.5
38.94%,3.28,0.63,國票金,14.75,⚪ 中性觀察,2889.TW,90.85%,0.47,-2.64,2025,4.6,🏰 高護城河,2025-12,10.611510791366905,-1.3199999999999998,20.85,-2.08
N/A,4.19,4.23,久元,121.0,⚪ 中性觀察,6261.TWO,N/A,2.7,-1.1,2025,5.64,⚠️ 獲利稀釋,2025-12,13.195201744820066,-1.4499999999999993,137.55,-11.76
32.73%,-2.07,12.31,大學光,135.5,⚪ 中性觀察,3218.TWO,58.77%,8.83,-0.6,2025,-0.57,🏰 高護城河,2025-12,4.486754966887417,-1.5,453.00000000000006,-9.44
N/A,7.78,17.32,達發,750.0,❌ 暫避觀望,6526.TW,N/A,14.0,14.59,2025,9.43,⚠️ 獲利稀釋,2025-12,16.786034019695613,-1.6499999999999995,670.2,13.73
3.94%,-9.62,1.41,長興,80.8000030518,❌ 暫避觀望,1717.TW,21.29%,1.09,-7.17,2025,-7.93,🌑 雙重衰退,2025-12,23.76470677994118,-1.6899999999999995,51.0,-4.39
4.16%,1.64,5.71,致伸,71.6999969482,⚪ 中性觀察,4915.TW,17.61%,4.76,0.47,2025,3.33,⚠️ 獲利稀釋,2025-12,4.6893392379463705,-1.6900000000000002,229.35,3.8
65.42%,31.37,1.34,華票,17.1000003815,⚪ 中性觀察,2820.TW,87.03%,1.05,29.19,2025,33.06,🏰 高護城河,2025-12,5.014662868475073,-1.6900000000000013,51.150000000000006,29.63
N/A,0.0,7.99,家碩,281.0,❌ 暫避觀望,6953.TWO,N/A,5.53,-7.09,2025,1.72,📉 獲利侵蝕,2025-12,15.414152495885903,-1.72,273.45,-4.49
5.82%,-14.89,0.4,中工,13.1999998093,⚪ 中性觀察,2515.TW,9.34%,0.27,-10.98,2025,-13.12,🌑 雙重衰退,2025-12,14.19354818204301,-1.7700000000000014,13.950000000000001,-21.21
31.25%,10.18,42.0,亞德客-KY,1550.0,❌ 暫避觀望,1590.TW,47.51%,30.36,9.91,2025,11.97,⚠️ 獲利稀釋,2025-12,15.21099116781158,-1.790000000000001,1528.5,4.29
21.51%,7.55,6.27,東洋,75.1999969482,⚪ 中性觀察,4105.TWO,56.36%,5.05,14.57,2025,9.49,🏰 高護城河,2025-12,4.817424532235746,-1.9400000000000004,234.15,37.23
N/A,60.48,20.5,竑騰,1750.0,❌ 暫避觀望,7751.TWO,N/A,14.3,54.14,2025,62.42,⚠️ 獲利稀釋,2025-12,37.3134328358209,-1.9400000000000048,703.5,44.57
N/A,4.76,4.0,宏觀,226.0,❌ 暫避觀望,6568.TWO,N/A,2.37,5.88,2025,6.74,⚠️ 獲利稀釋,2025-12,24.889867841409693,-1.9800000000000004,136.2,-24.19
N/A,0.0,0.39,華容,28.0499992371,❌ 暫避觀望,5328.TWO,N/A,0.21,5.47,2025,1.99,📉 獲利侵蝕,2025-12,38.42465648917808,-1.99,10.95,61.54
N/A,-6.83,7.64,同欣電,185.5,⚪ 中性觀察,6271.TW,N/A,5.41,-4.19,2025,-4.53,🌑 雙重衰退,2025-12,9.783755274261603,-2.3,284.40000000000003,-15.2
3.73%,-31.03,-0.38,研勤,8.3500003815,⚪ 數據不足,3632.TWO,54.59%,-0.43,-35.55,2025,-28.72,🏰 高護城河,2025-12,0.0,-2.3100000000000023,-17.400000000000002,-760.0
2.92%,18.27,1.24,華晶科,40.1500015259,⚪ 中性觀察,3059.TW,23.91%,0.98,25.58,2025,20.59,⚠️ 獲利稀釋,2025-12,12.993528001909386,-2.3200000000000003,46.349999999999994,16.87
N/A,34.76,28.42,聖暉*,896.0,⚪ 中性觀察,5536.TWO,N/A,20.35,46.97,2025,37.11,⚠️ 獲利稀釋,2025-12,13.559322033898303,-2.3500000000000014,991.2000000000002,34.86
7.36%,2.75,16.02,王品,235.0,⚪ 中性觀察,2727.TW,47.07%,12.01,3.33,2025,5.21,⚠️ 獲利稀釋,2025-12,5.828373015873015,-2.46,604.8000000000001,-2.81
4.26%,24.57,18.2,技嘉,324.5,⚪ 中性觀察,2376.TW,10.28%,13.77,24.08,2025,27.07,⚠️ 獲利稀釋,2025-12,7.082060235704932,-2.5,687.3,33.43
60.64%,4.19,25.6,力旺,4460.0,❌ 暫避觀望,3529.TWO,100.00%,18.06,7.92,2025,6.74,🏰 高護城河,2025-12,72.66210492016944,-2.55,920.6999999999999,2.21
N/A,3.16,44.56,威聯通,732.0,⚪ 數據不足,7805.TWO,N/A,30.84,6.11,2025,5.8,⚠️ 獲利稀釋,2025-12,0.0,-2.6399999999999997,0.0,3.99
14.06%,-5.49,1.56,遠百,22.25,⚪ 中性觀察,2903.TW,54.41%,1.12,-2.99,2025,-2.68,🏰 高護城河,2025-12,6.112637362637362,-2.81,54.6,1.83
29.56%,56.98,45.48,弘塑,3090.0,❌ 暫避觀望,3131.TWO,42.10%,26.19,53.06,2025,59.93,⚠️ 獲利稀釋,2025-12,32.12058212058212,-2.950000000000003,1443.0,28.76
16.80%,-19.05,3.4,方土霖,43.1500015259,⚪ 中性觀察,4527.TWO,29.77%,1.34,-24.37,2025,-15.95,🌑 雙重衰退,2025-12,7.227805950737018,-3.1000000000000014,89.55000000000001,-52.98
N/A,9.74,7.91,精誠,127.0,⚪ 中性觀察,6214.TW,N/A,5.42,15.19,2025,12.89,⚠️ 獲利稀釋,2025-12,7.187323146576117,-3.1500000000000004,265.05,-6.74
12.30%,-4.72,3.43,君帆,40.1500015259,⚪ 中性觀察,4584.TWO,34.23%,2.63,5.03,2025,-1.51,🌑 雙重衰退,2025-12,4.280383957985075,-3.21,140.70000000000002,-4.71
3.28%,0.0,3.02,全科,0.0,⚪ 數據不足,3209.TW,4.62%,1.58,-1.06,2025,3.25,📉 獲利侵蝕,2025-12,0.0,-3.25,0.0,-34.03
N/A,2.66,5.78,互動,83.3000030518,⚪ 中性觀察,6486.TWO,N/A,2.84,-9.56,2025,6.12,⚠️ 獲利稀釋,2025-12,7.1318495763527405,-3.46,175.2,-16.72
21.47%,0.9,9.01,大車隊,166.5,⚪ 中性觀察,2640.TWO,51.63%,6.51,3.84,2025,4.37,🏰 高護城河,2025-12,7.564743298500682,-3.47,330.15,1.56
-9.19%,-2.19,-2.8,嘉鋼,7.2399997711,⚪ 數據不足,2067.TWO,7.03%,-2.49,3.79,2025,1.31,📉 獲利侵蝕,2025-12,0.0,-3.5,-110.7,-19.71
N/A,-17.5,0.33,佶優,33.5999984741,❌ 暫避觀望,5452.TWO,N/A,0.3,-12.51,2025,-13.95,🌑 雙重衰退,2025-12,37.75280727426966,-3.5500000000000007,13.35,50.0
N/A,-2.81,4.85,騰輝電子-KY,209.0,❌ 暫避觀望,6672.TW,N/A,3.46,-1.28,2025,0.88,📉 獲利侵蝕,2025-12,17.93991416309013,-3.69,174.74999999999997,-9.9
